0,-0.0007,2.5,2.5,0,-2.5,19.767,-2963.8
0,-0.0006,2.5,2.5,0,-2.5,-5.612,-1390.1
0,-0.0005,2.5,2.5,0,-2.5,-2.9933,-811.88
0,-0.0004,2.5,2.5,0,-2.5,-0.85494,-534.63
0,-0.0003,2.5,2.5,0,-2.5,0.0094047,-378.98
0,-0.0002,2.5,2.5,0,-2.5,0.24659,-282.12
0,-0.0001,2.5,2.5,0,-2.5,0.25284,-217.21
0,0,2.5,2.5,0,-2.5,0.21113,-171.17
0,0.0001,2.5,2.5,0,-2.5,0.19577,-136.96
0,0.0002,2.5,2.5,0,-2.5,0.22867,-110.49
0,0.0003,2.5,2.5,0,-2.5,0.30194,-89.258
0,0.0004,2.5,2.5,0,-2.5,0.38247,-71.648
0,0.0005,2.5,2.5,0,-2.5,0.40438,-56.588
0,0.0006,2.5,2.5,0,-2.5,0.26519,-43.348
0,0.0007,2.5,2.5,0,-2.5,-0.12339,-31.397
0,-0.0007,2.5,2.5,0,-2.25,17.888,-2677.6
0,-0.0006,2.5,2.5,0,-2.25,-5.016,-1256.5
0,-0.0005,2.5,2.5,0,-2.25,-2.6446,-734.24
0,-0.0004,2.5,2.5,0,-2.25,-0.71961,-483.59
0,-0.0003,2.5,2.5,0,-2.25,0.048155,-342.74
0,-0.0002,2.5,2.5,0,-2.25,0.24968,-254.95
0,-0.0001,2.5,2.5,0,-2.25,0.24603,-195.99
0,0,2.5,2.5,0,-2.25,0.20482,-154.05
0,0.0001,2.5,2.5,0,-2.25,0.19324,-122.75
0,0.0002,2.5,2.5,0,-2.25,0.22997,-98.385
0,0.0003,2.5,2.5,0,-2.25,0.30611,-78.641
0,0.0004,2.5,2.5,0,-2.25,0.38725,-61.985
0,0.0005,2.5,2.5,0,-2.25,0.40465,-47.268
0,0.0006,2.5,2.5,0,-2.25,0.24435,-33.311
0,0.0007,2.5,2.5,0,-2.25,-0.25639,-17.504
0,-0.0007,2.5,2.5,0,-2,16.108,-2405.6
0,-0.0006,2.5,2.5,0,-2,-4.4496,-1129.5
0,-0.0005,2.5,2.5,0,-2,-2.3136,-660.19
0,-0.0004,2.5,2.5,0,-2,-0.59093,-434.74
0,-0.0003,2.5,2.5,0,-2,0.085473,-307.85
0,-0.0002,2.5,2.5,0,-2,0.25273,-228.57
0,-0.0001,2.5,2.5,0,-2,0.24006,-175.15
0,0,2.5,2.5,0,-2,0.19918,-136.94
0,0.0001,2.5,2.5,0,-2,0.1906,-108.18
0,0.0002,2.5,2.5,0,-2,0.23039,-85.49
0,0.0003,2.5,2.5,0,-2,0.30766,-66.675
0,0.0004,2.5,2.5,0,-2,0.38657,-50.135
0,0.0005,2.5,2.5,0,-2,0.39296,-34.306
0,0.0006,2.5,2.5,0,-2,0.19249,-16.585
0,0.0007,2.5,2.5,0,-2,-0.53154,11.704
0,-0.0007,2.5,2.5,0,-1.75,14.425,-2148.1
0,-0.0006,2.5,2.5,0,-1.75,-3.9129,-1009
0,-0.0005,2.5,2.5,0,-1.75,-1.9997,-589.74
0,-0.0004,2.5,2.5,0,-1.75,-0.46861,-388.07
0,-0.0003,2.5,2.5,0,-1.75,0.12086,-274.3
0,-0.0002,2.5,2.5,0,-1.75,0.25613,-202.99
0,-0.0001,2.5,2.5,0,-1.75,0.23462,-154.67
0,0,2.5,2.5,0,-1.75,0.19375,-119.83
0,0.0001,2.5,2.5,0,-1.75,0.18798,-93.247
0,0.0002,2.5,2.5,0,-1.75,0.22988,-71.805
0,0.0003,2.5,2.5,0,-1.75,0.30677,-53.362
0,0.0004,2.5,2.5,0,-1.75,0.38039,-36.098
0,0.0005,2.5,2.5,0,-1.75,0.36957,-17.702
